N_OBS_CELL,GRID_ID,CORAL,MACRO,CCA,ISLAND
1,105,25,25,2,ALA


1,105,25,25,8,ALA


0,106,0,0,0,ALA


1,107,15,25,2,ALA


1,107,15,15,8,ALA


1,107,25,25,8,ALA


1,107,25,25,8,ALA


1,108,15,15,2,ALA


1,108,25,15,0,ALA


1,109,35,8,15,ALA


1,109,35,15,8,ALA


1,109,15,45,8,ALA


0,110,0,0,0,ALA


1,111,25,56,2,ALA


1,111,15,8,15,ALA


1,111,25,15,8,ALA


1,112,25,15,15,ALA


1,112,25,8,2,ALA


1,113,25,56,2,ALA


1,113,25,45,2,ALA


1,114,35,25,8,ALA


1,115,15,56,2,ALA


1,115,15,25,2,ALA


1,116,15,15,8,ALA


1,117,35,45,2,ALA


1,117,25,15,8,ALA


1,118,8,8,8,ALA


1,118,56,2,2,ALA


1,119,35,45,2,ALA


1,119,45,8,2,ALA


1,120,45,2,2,ALA


1,121,56,15,2,ALA


1,121,25,0,0,ALA


1,121,56,2,2,ALA


1,122,56,8,0,ALA


1,123,0,0,0,ALA


1,123,0,0,0,ALA


1,124,25,15,2,ALA


1,124,2,2,8,ALA


1,124,25,0,2,ALA


1,125,25,56,2,ALA


1,125,25,35,2,ALA


1,125,15,15,15,ALA


1,125,35,2,8,ALA


1,126,25,15,2,ALA


1,126,15,0,15,ALA


1,127,2,56,15,ALA


1,127,25,8,25,ALA


1,127,25,0,15,ALA


1,128,15,8,2,ALA


1,128,25,0,8,ALA


1,129,35,8,15,ALA


1,130,45,8,8,ALA


1,130,25,0,8,ALA


1,130,35,0,8,ALA


1,131,15,45,8,ALA


1,132,35,15,8,ALA


1,133,8,45,15,ALA


1,133,25,2,15,ALA


1,133,35,2,8,ALA


1,134,35,8,25,ALA


1,135,8,45,15,ALA


1,135,45,8,25,ALA


1,135,25,0,8,ALA


1,135,35,2,2,ALA


0,136,0,0,0,ALA


1,137,25,8,15,ALA


1,137,35,2,8,ALA


0,138,0,0,0,ALA


1,139,8,45,8,ALA


1,139,35,8,35,ALA


1,139,25,2,8,ALA


0,140,0,0,0,ALA


0,141,0,0,0,ALA


1,1,25,56,2,ASC


1,1,15,15,2,ASC


1,1,8,15,0,ASC


1,1,15,8,2,ASC


1,2,25,56,2,ASC


1,2,15,2,2,ASC


1,2,15,45,2,ASC


1,3,35,56,8,ASC


1,3,15,25,0,ASC


1,3,25,15,2,ASC


1,4,25,2,2,ASC


1,4,15,45,2,ASC


1,4,35,15,2,ASC


1,4,35,25,8,ASC


1,5,15,69,8,ASC


1,5,25,2,2,ASC


1,5,25,35,8,ASC


1,5,35,25,2,ASC


1,6,25,56,2,ASC


1,6,35,15,8,ASC


1,6,15,15,0,ASC


1,7,25,2,2,ASC


1,7,15,45,8,ASC


1,7,25,15,2,ASC


1,8,8,69,8,ASC


1,8,15,35,8,ASC


1,8,25,15,2,ASC


1,8,35,15,0,ASC


1,8,25,8,8,ASC


1,9,25,56,15,ASC


1,9,25,2,2,ASC


1,10,25,8,0,ASC


1,10,25,15,2,ASC


1,10,35,15,8,ASC


1,11,15,56,8,ASC


1,11,25,2,2,ASC


1,11,15,35,8,ASC


1,11,35,8,8,ASC


1,11,25,8,8,ASC


1,12,15,69,8,ASC


1,12,8,2,2,ASC


1,12,15,2,8,ASC


1,12,45,8,2,ASC


1,13,15,8,8,ASC


1,13,25,15,8,ASC


1,14,8,2,2,ASC


1,14,25,25,8,ASC


1,14,35,25,8,ASC


1,15,15,56,8,ASC


1,15,8,8,8,ASC


1,16,25,2,2,ASC


1,16,15,25,8,ASC


1,16,25,2,2,ASC


1,16,45,15,2,ASC


1,17,15,56,2,ASC


1,17,25,25,8,ASC


1,18,25,2,2,ASC


1,18,15,15,8,ASC


1,18,35,8,2,ASC


1,19,25,2,2,ASC


1,19,8,0,2,ASC


1,19,35,15,8,ASC


1,20,2,56,2,ASC


1,20,15,2,2,ASC


1,20,15,15,15,ASC


1,20,25,8,2,ASC


1,21,2,0,2,ASC


1,22,15,45,2,ASC


1,22,8,0,0,ASC


1,22,8,8,2,ASC


1,22,15,15,0,ASC


1,23,8,0,0,ASC


1,23,2,0,2,ASC


1,24,2,0,0,ASC


1,24,0,0,2,ASC


1,24,2,2,0,ASC


1,25,2,35,2,ASC


1,25,2,8,0,ASC


1,26,2,0,0,ASC


1,26,2,0,0,ASC


1,27,2,35,25,ASC


1,28,2,2,0,ASC


1,28,8,2,0,ASC


1,29,2,0,0,ASC


1,29,2,2,2,ASC


1,30,2,8,0,ASC


1,31,45,35,2,ASC


1,31,25,2,0,ASC


1,31,15,8,8,ASC


1,31,25,2,2,ASC


1,32,8,8,0,ASC


1,33,8,15,2,ASC


1,33,8,2,8,ASC


1,33,15,2,2,ASC


1,34,8,2,2,ASC


1,34,8,2,0,ASC


1,35,2,15,0,ASC


1,35,8,0,2,ASC


1,36,25,2,0,ASC


1,36,15,2,2,ASC


1,37,2,2,2,ASC


1,37,8,2,2,ASC


1,38,2,25,2,ASC


1,38,35,2,2,ASC


1,38,25,0,0,ASC


1,39,8,2,2,ASC


1,39,15,2,2,ASC


1,39,35,2,0,ASC


1,40,2,2,2,ASC


1,40,8,0,0,ASC


1,40,25,2,2,ASC


1,41,2,35,2,ASC


1,41,15,0,0,ASC


1,41,15,2,0,ASC


1,42,2,2,2,ASC


1,42,15,0,8,ASC


1,42,8,0,0,ASC


1,43,2,45,2,ASC


1,43,2,8,2,ASC


1,43,15,2,2,ASC


1,44,15,2,8,ASC


1,44,15,2,0,ASC


1,44,25,2,0,ASC


1,45,8,56,2,ASC


1,45,8,8,2,ASC


1,45,8,0,0,ASC


1,46,25,8,2,ASC


1,47,15,56,2,ASC


1,47,8,8,2,ASC


1,47,15,2,8,ASC


1,47,15,0,0,ASC


1,47,35,2,0,ASC


1,47,25,2,0,ASC


1,48,2,2,2,ASC


1,48,35,15,8,ASC


1,49,15,56,2,ASC


1,49,15,8,8,ASC


1,49,15,2,0,ASC


1,50,2,2,2,ASC


1,50,15,0,0,ASC


1,50,25,8,8,ASC


1,51,2,69,2,ASC


1,52,2,2,2,ASC


1,52,15,2,2,ASC


1,52,15,2,0,ASC


1,52,8,0,2,ASC


0,53,0,0,0,ASC


1,54,2,56,0,ASC


1,54,8,8,2,ASC


1,54,8,0,0,ASC


1,54,2,0,0,ASC


0,55,0,0,0,ASC


1,56,2,56,0,ASC


1,57,0,8,0,ASC


1,57,2,2,0,ASC


1,57,8,0,0,ASC


1,57,2,0,2,ASC


1,58,15,56,0,ASC


1,58,8,15,2,ASC


1,58,8,0,2,ASC


1,59,2,15,2,ASC


1,59,15,0,0,ASC


1,60,8,0,0,ASC


1,61,2,35,0,ASC


1,61,2,8,2,ASC


1,61,0,8,2,ASC


1,61,2,0,0,ASC


1,62,2,56,2,ASC


1,62,35,8,8,ASC


1,63,2,56,2,ASC


1,63,8,15,2,ASC


1,63,25,25,2,ASC


1,63,2,2,2,ASC


1,63,56,8,2,ASC


0,64,0,0,0,ASC


1,65,15,69,2,ASC


1,65,25,45,8,ASC


1,65,45,15,2,ASC


1,66,2,45,25,ASC


1,66,25,15,8,ASC


1,66,25,15,8,ASC


1,67,35,25,8,ASC


1,68,2,56,15,ASC


1,68,2,25,45,ASC


1,69,8,69,8,ASC


1,69,15,15,25,ASC


1,69,25,15,8,ASC


1,69,35,15,15,ASC


1,70,2,8,56,ASC


1,71,15,69,2,ASC


1,71,15,25,35,ASC


1,71,15,25,8,ASC


1,71,25,15,15,ASC


1,72,15,69,2,ASC


1,72,2,8,56,ASC


1,73,15,69,8,ASC


1,73,2,8,69,ASC


1,73,15,25,35,ASC


1,73,25,8,15,ASC


1,73,15,2,8,ASC


1,74,8,15,25,ASC


1,74,25,2,8,ASC


1,75,15,69,8,ASC


1,75,2,8,35,ASC


1,75,25,8,8,ASC


1,76,15,69,15,ASC


1,76,15,15,35,ASC


1,77,25,0,8,ASC


1,78,25,56,15,ASC


1,78,8,2,25,ASC


1,79,15,25,35,ASC


1,79,15,0,8,ASC


1,80,35,45,8,ASC


1,81,69,15,8,ASC


1,81,45,15,8,ASC


1,81,35,0,15,ASC


1,81,45,0,15,ASC


0,82,0,0,0,ASC


1,83,35,45,15,ASC


1,83,25,15,8,ASC


1,83,56,0,2,ASC


1,84,25,2,8,ASC


1,85,15,69,15,ASC


1,85,45,2,8,ASC


1,85,25,2,8,ASC


1,86,35,35,15,ASC


1,86,25,15,15,ASC


1,87,45,2,8,ASC


1,87,35,2,8,ASC


1,88,45,35,15,ASC


1,88,15,15,15,ASC


1,89,45,35,15,ASC


1,89,45,2,8,ASC


1,89,45,2,2,ASC


1,90,35,45,15,ASC


1,90,35,8,15,ASC


1,91,45,2,8,ASC


1,91,25,8,2,ASC


1,91,56,2,15,ASC


1,92,35,45,15,ASC


1,93,45,35,15,ASC


1,93,45,2,8,ASC


1,93,25,15,15,ASC


1,93,45,2,8,ASC


1,94,56,2,15,ASC


1,95,25,45,15,ASC


1,95,25,25,15,ASC


1,95,35,8,8,ASC


1,95,35,8,2,ASC


1,96,35,2,15,ASC


1,97,25,8,2,ASC


1,97,35,15,2,ASC


1,98,35,25,15,ASC


1,98,25,8,0,ASC


1,99,25,2,2,ASC


1,99,45,8,8,ASC


1,100,35,25,15,ASC


1,100,35,25,0,ASC


1,100,56,2,2,ASC


0,101,0,0,0,ASC


1,102,15,35,15,ASC


1,102,56,2,2,ASC


0,103,0,0,0,ASC


1,104,25,2,2,ASC


1,104,15,15,0,ASC


1,104,45,8,2,ASC


0,105,0,0,0,ASC


1,106,25,56,2,ASC


1,106,35,15,2,ASC


1,106,25,2,2,ASC


1,106,25,8,0,ASC


1,106,45,15,2,ASC


1,107,25,56,2,ASC


1,107,15,35,2,ASC


1,107,25,15,0,ASC


1,108,25,56,2,ASC


1,108,8,45,2,ASC


1,108,8,2,8,ASC


1,109,15,15,0,ASC


1,109,25,15,0,ASC


1,109,35,8,2,ASC


1,110,25,56,2,ASC


1,110,15,56,2,ASC


1,111,25,56,2,ASC


1,111,25,25,2,ASC


1,111,15,25,0,ASC


1,112,8,2,2,ASC


1,112,8,56,2,ASC


1,1,56,0,35,BAK


1,2,15,15,69,BAK


1,2,15,2,69,BAK


1,2,69,2,8,BAK


1,2,56,0,35,BAK


1,2,56,2,25,BAK


1,2,56,15,35,BAK


1,3,35,2,56,BAK


1,3,25,8,69,BAK


1,3,35,8,45,BAK


1,3,69,0,25,BAK


1,3,45,2,8,BAK


1,3,56,15,35,BAK


1,4,69,2,8,BAK


1,5,25,2,69,BAK


1,5,45,8,35,BAK


1,5,56,0,25,BAK


1,5,69,2,25,BAK


1,5,45,8,35,BAK


1,5,56,15,35,BAK


1,6,45,2,35,BAK


1,6,35,2,56,BAK


1,6,69,2,8,BAK


1,7,35,8,45,BAK


1,7,69,2,25,BAK


1,7,56,8,25,BAK


1,7,56,15,35,BAK


1,8,35,8,45,BAK


1,8,25,15,45,BAK


1,8,56,2,15,BAK


1,8,88,2,15,BAK


1,8,56,2,15,BAK


1,9,45,2,15,BAK


1,9,25,8,45,BAK


1,9,69,0,25,BAK


1,9,69,2,25,BAK


1,9,56,2,8,BAK


1,10,56,2,15,BAK


1,10,25,8,56,BAK


1,10,45,15,25,BAK


1,10,88,2,25,BAK


1,10,69,2,35,BAK


1,11,69,8,25,BAK


1,11,35,15,45,BAK


1,11,25,8,45,BAK


1,11,69,2,25,BAK


1,11,56,2,15,BAK


1,11,69,2,15,BAK


1,12,35,15,45,BAK


1,12,56,2,15,BAK


1,12,35,8,35,BAK


1,12,88,2,25,BAK


1,12,56,0,35,BAK


1,12,56,2,25,BAK


1,13,56,8,25,BAK


1,13,45,2,25,BAK


1,13,45,8,35,BAK


1,13,69,2,25,BAK


1,13,56,2,15,BAK


1,14,35,15,45,BAK


1,14,45,2,25,BAK


1,14,45,8,15,BAK


1,14,35,8,35,BAK


1,14,56,0,35,BAK


1,14,88,2,25,BAK


1,14,56,2,15,BAK


1,14,56,2,25,BAK


1,15,69,8,15,BAK


1,15,25,8,56,BAK


1,15,45,2,35,BAK


1,15,69,0,25,BAK


1,15,56,2,25,BAK


1,16,88,2,8,BAK


1,16,69,8,15,BAK


1,16,69,8,15,BAK


1,16,35,15,35,BAK


1,16,45,2,35,BAK


1,16,45,8,35,BAK


1,16,69,2,25,BAK


1,17,88,2,8,BAK


1,17,45,2,45,BAK


1,17,69,0,25,BAK


1,17,56,2,15,BAK


1,17,56,2,15,BAK


1,18,88,2,8,BAK


1,18,45,2,35,BAK


1,18,88,2,25,BAK


1,18,56,2,15,BAK


1,19,69,8,15,BAK


1,19,88,2,8,BAK


1,19,25,8,45,BAK


1,19,56,0,25,BAK


1,19,56,2,15,BAK


1,20,88,2,8,BAK


1,20,69,2,35,BAK


1,21,88,2,8,BAK


1,21,56,0,15,BAK


1,21,35,8,45,BAK


1,21,88,0,8,BAK


1,21,56,0,25,BAK


1,22,88,2,8,BAK


1,22,69,2,25,BAK


1,22,88,0,25,BAK


1,22,56,2,15,BAK


1,23,88,2,8,BAK


1,23,88,0,8,BAK


1,23,69,0,25,BAK


1,24,15,2,69,BAK


1,24,25,2,45,BAK


1,24,69,0,15,BAK


1,25,8,15,69,BAK


1,25,56,15,25,BAK


1,25,2,0,88,BAK


1,25,25,2,56,BAK


1,25,15,2,69,BAK


1,26,56,8,35,BAK


1,26,56,0,15,BAK


1,26,15,2,69,BAK


1,26,56,0,25,BAK


1,26,56,2,15,BAK


1,27,8,15,69,BAK


1,27,56,8,35,BAK


1,27,45,0,8,BAK


1,27,15,2,69,BAK


1,27,45,15,25,BAK


1,28,8,15,69,BAK


1,28,2,0,88,BAK


1,29,8,15,69,BAK


1,29,56,8,25,BAK


1,29,15,2,45,BAK


1,29,88,0,8,BAK


1,29,45,2,15,BAK


1,29,45,15,25,BAK


1,30,56,15,25,BAK


1,30,8,15,69,BAK


1,30,45,2,35,BAK


1,30,25,2,15,BAK


1,30,69,0,15,BAK


1,30,15,15,56,BAK


1,31,35,15,45,BAK


1,31,56,8,25,BAK


1,31,2,2,88,BAK


1,31,15,0,56,BAK


1,31,69,0,15,BAK


1,31,88,0,8,BAK


1,32,45,15,35,BAK


1,32,56,8,25,BAK


1,32,88,0,8,BAK


1,32,45,0,25,BAK


1,32,69,8,15,BAK


1,33,25,8,56,BAK


1,33,88,2,15,BAK


1,33,35,8,25,BAK


1,33,45,2,15,BAK


1,34,56,8,15,BAK


1,34,35,8,15,BAK


1,34,35,2,15,BAK


1,34,35,2,25,BAK


1,34,25,0,25,BAK


1,34,45,8,15,BAK


1,35,25,8,56,BAK


1,35,25,15,15,BAK


1,35,45,15,25,BAK


1,36,15,8,69,BAK


1,36,45,25,15,BAK


1,36,56,0,15,BAK


1,36,25,2,15,BAK


1,36,88,0,8,BAK


1,36,45,15,25,BAK


1,36,45,15,25,BAK


1,37,25,15,56,BAK


1,37,45,0,8,BAK


1,37,45,2,25,BAK


1,38,25,25,45,BAK


1,38,35,15,35,BAK


1,38,25,25,25,BAK


1,38,35,15,15,BAK


1,38,35,0,25,BAK


1,38,45,2,8,BAK


1,38,45,15,25,BAK


1,38,45,15,25,BAK


1,39,35,2,15,BAK


1,39,35,15,15,BAK


1,40,45,25,15,BAK


1,40,35,25,35,BAK


1,40,35,15,25,BAK


1,40,35,0,8,BAK


1,41,35,15,25,BAK


1,41,2,25,45,BAK


1,41,25,2,15,BAK


1,41,35,2,8,BAK


1,42,15,25,45,BAK


1,42,8,25,45,BAK


1,42,35,2,25,BAK


1,42,25,25,25,BAK


1,43,15,35,45,BAK


1,43,35,25,35,BAK


1,43,25,2,8,BAK


1,44,35,25,25,BAK


1,44,8,35,35,BAK


1,44,56,8,15,BAK


1,44,15,2,15,BAK


1,44,25,15,35,BAK


1,44,15,15,35,BAK


1,45,15,35,45,BAK


1,45,25,35,35,BAK


1,45,35,2,8,BAK


1,45,15,2,15,BAK


1,46,8,25,45,BAK


1,46,25,25,25,BAK


1,46,25,25,25,BAK


1,47,25,15,35,BAK


1,47,8,35,35,BAK


1,47,25,8,15,BAK


1,47,35,8,15,BAK


1,48,8,25,45,BAK


1,48,45,25,25,BAK


1,48,56,8,15,BAK


1,48,25,25,25,BAK


1,48,35,15,15,BAK


1,49,25,15,35,BAK


1,49,8,35,25,BAK


1,49,25,8,15,BAK


1,49,15,2,8,BAK


1,50,2,25,56,BAK


1,50,25,25,25,BAK


1,50,25,8,15,BAK


1,50,25,8,8,BAK


1,50,35,8,25,BAK


1,51,35,35,15,BAK


1,51,15,25,25,BAK


1,51,45,15,25,BAK


1,52,35,2,35,BAK


1,52,56,8,15,BAK


1,52,25,2,8,BAK


1,52,45,2,45,BAK


1,52,45,8,15,BAK


1,53,56,25,15,BAK


1,53,25,2,56,BAK


1,54,56,25,8,BAK


1,54,35,2,35,BAK


1,54,56,2,35,BAK


1,54,25,2,35,BAK


1,54,25,2,35,BAK


1,54,35,2,45,BAK


1,55,45,0,35,BAK


1,55,35,2,35,BAK


1,56,8,0,45,BAK


1,56,35,0,35,BAK


1,56,15,0,35,BAK


1,56,15,0,25,BAK


1,57,15,0,35,BAK


1,57,45,2,15,BAK


1,57,45,8,25,BAK


1,57,15,0,15,BAK


1,57,25,2,25,BAK


1,58,8,2,15,BAK


1,58,8,2,25,BAK


1,58,35,0,35,BAK


1,58,15,0,15,BAK


1,58,45,2,25,BAK


1,59,35,2,15,BAK


1,59,25,8,25,BAK


1,59,15,2,15,BAK


1,60,8,2,15,BAK


1,60,8,2,25,BAK


1,60,25,0,25,BAK


1,60,25,0,15,BAK


1,61,2,2,25,BAK


1,61,35,2,8,BAK


1,61,8,0,8,BAK


1,61,25,2,25,BAK


1,62,15,15,56,BAK


1,62,15,2,15,BAK


1,62,25,0,8,BAK


1,62,25,0,15,BAK


1,63,8,0,15,BAK


1,63,45,2,8,BAK


1,63,15,0,8,BAK


1,63,15,2,15,BAK


1,64,15,15,69,BAK


1,64,25,0,8,BAK


1,65,8,2,15,BAK


1,65,15,0,2,BAK


1,65,35,0,25,BAK


1,65,25,2,8,BAK


1,66,15,0,25,BAK


1,66,45,2,8,BAK


1,67,15,8,69,BAK


1,67,25,0,8,BAK


1,67,35,0,35,BAK


1,67,35,0,15,BAK


1,68,15,2,15,BAK


1,68,25,2,8,BAK


1,68,25,2,15,BAK


1,68,25,0,2,BAK


1,69,15,8,69,BAK


1,69,15,0,8,BAK


1,69,45,2,35,BAK


1,69,35,0,15,BAK


1,70,8,2,15,BAK


1,70,8,8,15,BAK


1,70,25,0,8,BAK


1,71,25,2,8,BAK


1,71,45,2,35,BAK


1,71,35,0,15,BAK


1,72,25,8,45,BAK


1,72,15,2,15,BAK


1,72,25,2,88,BAK


1,72,8,0,2,BAK


1,72,35,0,8,BAK


1,72,45,8,35,BAK


1,73,45,0,15,BAK


1,74,25,15,56,BAK


1,74,25,8,15,BAK


1,74,25,15,25,BAK


1,74,69,2,25,BAK


1,74,45,8,35,BAK


1,74,35,8,15,BAK


1,74,35,0,25,BAK


1,75,8,25,69,BAK


1,75,15,15,25,BAK


1,75,56,0,35,BAK


1,75,45,15,35,BAK


1,75,35,2,25,BAK


1,75,45,0,25,BAK


1,75,25,25,35,BAK


1,76,15,15,56,BAK


1,76,15,25,45,BAK


1,76,35,25,35,BAK


1,77,8,25,69,BAK


1,77,8,25,69,BAK


1,77,45,2,35,BAK


1,77,45,0,35,BAK


1,77,35,2,15,BAK


1,77,35,25,35,BAK


1,78,8,25,69,BAK


1,78,69,2,15,BAK


1,78,45,2,15,BAK


1,79,15,2,56,BAK


1,79,8,25,69,BAK


1,79,15,15,45,BAK


1,79,56,0,25,BAK


1,79,45,25,35,BAK


1,80,15,25,56,BAK


1,80,15,25,56,BAK


1,80,69,8,15,BAK


1,80,25,8,25,BAK


1,80,56,25,35,BAK


1,81,45,2,45,BAK


1,81,25,15,56,BAK


1,81,25,2,45,BAK


1,81,56,0,35,BAK


1,81,56,0,25,BAK


1,82,15,8,69,BAK


1,82,25,8,45,BAK


1,82,69,2,8,BAK


1,82,35,8,35,BAK


1,82,56,15,35,BAK


1,1,2,56,35,FDP


1,1,8,0,0,FDP


1,1,8,0,8,FDP


1,1,8,0,2,FDP


1,2,8,88,2,FDP


1,2,2,88,2,FDP


1,2,0,0,0,FDP


1,2,8,0,2,FDP


1,3,0,0,0,FDP


1,3,2,0,0,FDP


1,3,2,0,2,FDP


1,4,2,88,2,FDP


1,4,0,0,0,FDP


1,5,2,45,2,FDP


1,5,2,0,0,FDP


1,5,2,2,0,FDP


1,6,2,8,2,FDP


1,6,2,8,0,FDP


1,6,2,0,0,FDP


1,6,2,0,0,FDP


1,7,0,0,0,FDP


1,8,0,2,0,FDP


1,8,0,0,0,FDP


1,8,0,0,0,FDP


1,9,0,0,0,FDP


1,9,2,0,0,FDP


1,9,2,0,0,FDP


1,10,8,45,2,FDP


1,10,8,0,0,FDP


1,10,8,0,0,FDP


1,10,8,0,0,FDP


1,11,2,56,0,FDP


1,11,2,56,2,FDP


1,11,2,2,25,FDP


1,11,2,8,0,FDP


1,11,8,0,0,FDP


1,12,8,69,0,FDP


1,12,15,0,0,FDP


1,13,2,88,2,FDP


1,13,2,2,25,FDP


1,13,2,2,0,FDP


1,13,8,0,0,FDP


1,14,8,69,0,FDP


1,15,8,56,0,FDP


1,15,0,2,25,FDP


1,15,8,0,0,FDP


1,15,8,0,0,FDP


1,16,2,69,0,FDP


1,16,0,2,15,FDP


1,16,8,0,0,FDP


1,17,35,56,0,FDP


1,17,35,56,0,FDP


1,17,15,0,0,FDP


1,18,25,56,2,FDP


1,18,0,2,15,FDP


1,18,2,0,0,FDP


1,18,15,0,0,FDP


1,18,15,0,0,FDP


1,19,25,45,0,FDP


1,20,0,2,2,FDP


1,20,2,0,0,FDP


1,20,8,0,0,FDP


1,20,2,2,0,FDP


1,21,8,8,0,FDP


1,22,2,25,0,FDP


1,22,0,0,2,FDP


1,22,8,0,0,FDP


1,23,8,56,0,FDP


1,23,8,35,2,FDP


1,23,2,2,0,FDP


1,24,2,8,15,FDP


1,24,2,8,2,FDP


1,25,25,56,8,FDP


1,25,8,2,0,FDP


1,25,25,0,0,FDP


1,26,25,45,0,FDP


1,26,15,56,8,FDP


1,26,2,25,15,FDP


1,26,35,0,0,FDP


1,26,25,8,2,FDP


1,27,8,69,0,FDP


1,27,15,56,8,FDP


1,27,8,15,15,FDP


1,27,8,0,0,FDP


1,27,45,8,8,FDP


1,28,2,69,8,FDP


1,28,15,2,2,FDP


1,28,25,0,0,FDP


1,29,8,0,0,FDP


1,29,35,2,2,FDP


1,30,8,2,2,FDP


1,30,25,0,0,FDP


1,31,8,69,2,FDP


1,31,8,0,0,FDP


1,31,25,0,8,FDP


1,32,8,88,2,FDP


1,32,8,69,8,FDP


1,32,8,0,0,FDP


1,32,25,0,0,FDP


1,33,8,2,2,FDP


1,33,15,0,2,FDP


1,33,35,0,2,FDP


1,34,8,69,2,FDP


1,34,8,69,2,FDP


1,34,2,0,0,FDP


1,34,2,8,15,FDP


1,34,2,8,8,FDP


1,35,2,69,2,FDP


1,35,8,0,0,FDP


1,36,8,69,2,FDP


1,36,8,69,2,FDP


1,36,2,0,35,FDP


1,36,0,25,0,FDP


1,36,0,8,8,FDP


1,36,8,0,2,FDP


1,37,8,69,2,FDP


1,37,0,8,8,FDP


1,37,8,0,8,FDP


1,38,2,56,2,FDP


1,38,8,69,2,FDP


1,38,2,0,25,FDP


1,38,0,25,0,FDP


1,38,2,8,8,FDP


1,38,15,0,8,FDP


1,38,15,0,2,FDP


1,39,2,69,2,FDP


1,39,8,8,15,FDP


1,39,2,2,8,FDP


1,40,2,25,2,FDP


1,40,8,0,15,FDP


1,40,0,25,0,FDP


1,40,15,0,2,FDP


1,41,15,69,2,FDP


1,41,8,0,15,FDP


1,41,8,8,8,FDP


1,41,2,8,15,FDP


1,41,35,0,2,FDP


1,42,15,0,15,FDP


1,42,2,25,0,FDP


1,42,8,0,2,FDP


1,43,25,56,2,FDP


1,43,15,0,15,FDP


1,43,8,2,15,FDP


1,43,15,0,8,FDP


1,44,15,0,15,FDP


1,44,2,0,0,FDP


1,44,8,2,15,FDP


1,44,2,8,8,FDP


1,44,8,0,2,FDP


1,44,8,0,0,FDP


1,45,25,56,2,FDP


